Referencia;Modelo;PVP
A2121339W54;SWAP IP54 S 6W DALI/PUSH DIM TO WARM W;112,15
A2121339WN;SWAP S 6W DALI/PUSH DIM TO WARM WN;107,34
A2121339Z;SWAP S 6W DALI/PUSH DIM TO WARM Z;107,34
A2121329G;SWAP S 6W PH.CUT DIM TO WARM G;74,12
A2121329N;SWAP S 6W PH.CUT DIM TO WARM N;74,12
A2121329R;SWAP S 6W PH.CUT DIM TO WARM R;74,12
A2121329W;SWAP S 6W PH.CUT DIM TO WARM W;69
A2121329W54;SWAP IP54 S 6W PH.CUT DIM TO WARM W;79,23
A2121329WN;SWAP S 6W PH.CUT DIM TO WARM WN;74,12
A2121329Z;SWAP S 6W PH.CUT DIM TO WARM Z;74,12
A2122110G;SWAP M 5W 2700K G;46
A2122110N;SWAP M 5W 2700K N;46
A2122110R;SWAP M 5W 2700K R;46
A2122110W;SWAP M 5W 2700K W;40,89
A2122110WN;SWAP M 5W 2700K WN;46
A2122110Z;SWAP M 5W 2700K Z;46
A2122111G;SWAP M 5W 3000K G;46
A2122111N;SWAP M 5W 3000K N;46
A2122111R;SWAP M 5W 3000K R;46
A2122111W;SWAP M 5W 3000K W;40,89
A2122111WN;SWAP M 5W 3000K WN;46
A2122111Z;SWAP M 5W 3000K Z;46
A2122112G;SWAP M 5W 4000K G;46
A2122112N;SWAP M 5W 4000K N;46
A2122112R;SWAP M 5W 4000K R;46
A2122112W;SWAP M 5W 4000K W;40,89
A2122112WN;SWAP M 5W 4000K WN;46
A2122112Z;SWAP M 5W 4000K Z;46
A2122210G;SWAP M 7W 2700K G;54,95
A2122210N;SWAP M 7W 2700K N;54,95
A2122210R;SWAP M 7W 2700K R;54,95
A2122210W;SWAP M 7W 2700K W;49,84
A2122210WN;SWAP M 7W 2700K WN;54,95
A2122210Z;SWAP M 7W 2700K Z;54,95
A2122211G;SWAP M 7W 3000K G;54,95
A2122211N;SWAP M 7W 3000K N;54,95
A2122211R;SWAP M 7W 3000K R;54,95
A2122211W;SWAP M 7W 3000K W;49,84
A2122211WN;SWAP M 7W 3000K WN;54,95
A2122211Z;SWAP M 7W 3000K Z;54,95
A2122212G;SWAP M 7W 4000K G;54,95
A2122212N;SWAP M 7W 4000K N;54,95
A2122212R;SWAP M 7W 4000K R;54,95
A2122212W;SWAP M 7W 4000K W;49,84
A2122212WN;SWAP M 7W 4000K WN;54,95
A2122212Z;SWAP M 7W 4000K Z;54,95
A2122220G;SWAP M 7W DIM PH.CUT 2700K G;65,17
A2122220N;SWAP M 7W DIM PH.CUT 2700K N;65,17
A2122220R;SWAP M 7W DIM PH.CUT 2700K R;65,17
A2122220W;SWAP M 7W DIM PH.CUT 2700K W;60,06
A2122220WN;SWAP M 7W DIM PH.CUT 2700K WN;65,17
A2122220Z;SWAP M 7W DIM PH.CUT 2700K Z;65,17
A2122221G;SWAP M 7W DIM PH.CUT 3000K G;65,17
A2122221N;SWAP M 7W DIM PH.CUT 3000K N;65,17
A2122221R;SWAP M 7W DIM PH.CUT 3000K R;65,17
A2122221W;SWAP M 7W DIM PH.CUT 3000K W;60,06
A2122221WN;SWAP M 7W DIM PH.CUT 3000K WN;65,17
A2122221Z;SWAP M 7W DIM PH.CUT 3000K Z;65,17
A2122222G;SWAP M 7W DIM PH.CUT 4000K G;65,17
A2122222N;SWAP M 7W DIM PH.CUT 4000K N;65,17
A2122222R;SWAP M 7W DIM PH.CUT 4000K R;65,17
A2122222W;SWAP M 7W DIM PH.CUT 4000K W;60,06
A2122222WN;SWAP M 7W DIM PH.CUT 4000K WN;65,17
A2122222Z;SWAP M 7W DIM PH.CUT 4000K Z;65,17
A2122230G;SWAP M 7W DIM DALI/PUSH 2700K G;98,39
A2122230N;SWAP M 7W DIM DALI/PUSH 2700K N;98,39
A2122230R;SWAP M 7W DIM DALI/PUSH 2700K R;98,39
A2122230W;SWAP M 7W DIM DALI/PUSH 2700K W;93,28
A2122230WN;SWAP M 7W DIM DALI/PUSH 2700K WN;98,39
A2122230Z;SWAP M 7W DIM DALI/PUSH 2700K Z;98,39
A2122231G;SWAP M 7W DIM DALI/PUSH 3000K G;98,39
A2122231N;SWAP M 7W DIM DALI/PUSH 3000K N;98,39
A2122231R;SWAP M 7W DIM DALI/PUSH 3000K R;98,39
A2122231W;SWAP M 7W DIM DALI/PUSH 3000K W;93,28
A2122231WN;SWAP M 7W DIM DALI/PUSH 3000K WN;98,39
A2122231Z;SWAP M 7W DIM DALI/PUSH 3000K Z;98,39
A2122232G;SWAP M 7W DIM DALI/PUSH 4000K G;98,39
A2122232N;SWAP M 7W DIM DALI/PUSH 4000K N;98,39
A2122232R;SWAP M 7W DIM DALI/PUSH 4000K R;98,39
A2122232W;SWAP M 7W DIM DALI/PUSH 4000K W;93,28
A2122232WN;SWAP M 7W DIM DALI/PUSH 4000K WN;98,39
A2122232Z;SWAP M 7W DIM DALI/PUSH 4000K Z;98,39
A3122210G;SWAP M SUPERCRI 7W 2700K G;54,95
A3122210N;SWAP M SUPERCRI 7W 2700K N;54,95
A3122210R;SWAP M SUPERCRI 7W 2700K R;54,95
A3122210W;SWAP M SUPERCRI 7W 2700K W;49,84
A3122210WN;SWAP M SUPERCRI 7W 2700K WN;54,95
A3122210Z;SWAP M SUPERCRI 7W 2700K Z;54,95
A3122211G;SWAP M SUPERCRI 7W 3000K G;54,95
A3122211N;SWAP M SUPERCRI 7W 3000K N;54,95
A3122211R;SWAP M SUPERCRI 7W 3000K R;54,95
A3122211W;SWAP M SUPERCRI 7W 3000K W;49,84
A3122211WN;SWAP M SUPERCRI 7W 3000K WN;54,95
A3122211Z;SWAP M SUPERCRI 7W 3000K Z;54,95
A3122212G;SWAP M SUPERCRI 7W 4000K G;54,95
A3122212N;SWAP M SUPERCRI 7W 4000K N;54,95
A3122212R;SWAP M SUPERCRI 7W 4000K R;54,95
A3122212W;SWAP M SUPERCRI 7W 4000K W;49,84
A3122212WN;SWAP M SUPERCRI 7W 4000K WN;54,95
A3122212Z;SWAP M SUPERCRI 7W 4000K Z;54,95
A3122220G;SWAP M SUPERCRI 7W DIM PH.CUT 2700K G;65,17
A3122220N;SWAP M SUPERCRI 7W DIM PH.CUT 2700K N;65,17
A3122220R;SWAP M SUPERCRI 7W DIM PH.CUT 2700K R;65,17
A3122220W;SWAP M SUPERCRI 7W DIM PH.CUT 2700K W;60,06
A3122220WN;SWAP M SUPERCRI 7W DIM PH.CUT 2700K WN;65,17
A3122220Z;SWAP M SUPERCRI 7W DIM PH.CUT 2700K Z;65,17
A3122221G;SWAP M SUPERCRI 7W DIM PH.CUT 3000K G;65,17
A3122221N;SWAP M SUPERCRI 7W DIM PH.CUT 3000K N;65,17
A3122221R;SWAP M SUPERCRI 7W DIM PH.CUT 3000K R;65,17
A3122221W;SWAP M SUPERCRI 7W DIM PH.CUT 3000K W;60,06
A3122221WN;SWAP M SUPERCRI 7W DIM PH.CUT 3000K WN;65,17
A3122221Z;SWAP M SUPERCRI 7W DIM PH.CUT 3000K Z;65,17
A3122222G;SWAP M SUPERCRI 7W DIM PH.CUT 4000K G;65,17
A3122222N;SWAP M SUPERCRI 7W DIM PH.CUT 4000K N;65,17
A3122222R;SWAP M SUPERCRI 7W DIM PH.CUT 4000K R;65,17
A3122222W;SWAP M SUPERCRI 7W DIM PH.CUT 4000K W;60,06
A3122222WN;SWAP M SUPERCRI 7W DIM PH.CUT 4000K WN;65,17
A3122222Z;SWAP M SUPERCRI 7W DIM PH.CUT 4000K Z;65,17
A3122230G;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K G;98,39
A3122230N;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K N;98,39
A3122230R;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K R;98,39
A3122230W;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K W;93,28
A3122230WN;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K WN;98,39
A3122230Z;SWAP M SUPERCRI 7W DIM DALI/PUSH 2700K Z;98,39
A3122231G;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K G;98,39
A3122231N;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K N;98,39
A3122231R;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K R;98,39
A3122231W;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K W;93,28
A3122231WN;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K WN;98,39
A3122231Z;SWAP M SUPERCRI 7W DIM DALI/PUSH 3000K Z;98,39
A3122232G;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K G;98,39
A3122232N;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K N;98,39
A3122232R;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K R;98,39
A3122232W;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K W;93,28
A3122232WN;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K WN;98,39
A3122232Z;SWAP M SUPERCRI 7W DIM DALI/PUSH 4000K Z;98,39
A2122110W54;SWAP IP54 M 5W 2700K W;51,12
A2122111W54;SWAP IP54 M 5W 3000K W;51,12
A2122112W54;SWAP IP54 M 5W 4000K W;51,12
A2122210W54;SWAP IP54 M 7W 2700K W;60,06
A2122211W54;SWAP IP54 M 7W 3000K W;60,06
A2122212W54;SWAP IP54 M 7W 4000K W;60,06
A2122220W54;SWAP IP54 M 7W DIM PH.CUT 2700K W;70,28
A2122221W54;SWAP IP54 M 7W DIM PH.CUT 3000K W;70,28
A2122222W54;SWAP IP54 M 7W DIM PH.CUT 4000K W;70,28
A2122230W54;SWAP IP54 M 7W DIM DALI/PUSH 2700K W;103,5
A2122231W54;SWAP IP54 M 7W DIM DALI/PUSH 3000K W;103,5
A2122232W54;SWAP IP54 M 7W DIM DALI/PUSH 4000K W;103,5
A3122210W54;SWAP IP54 M SUPERCRI 7W 2700K W;60,06
A3122211W54;SWAP IP54 M SUPERCRI 7W 3000K W;60,06
A3122212W54;SWAP IP54 M SUPERCRI 7W 4000K W;60,06
A3122220W54;SWAP IP54 M SUPERCRI 7W DIM PH.CUT 2700K W;70,28
A3122221W54;SWAP IP54 M SUPERCRI 7W DIM PH.CUT 3000K W;70,28
A3122222W54;SWAP IP54 M SUPERCRI 7W DIM PH.CUT 4000K W;70,28
A3122230W54;SWAP IP54 M SUPERCRI 7W DIM DALI/PUSH 2700K W;103,5
A3122231W54;SWAP IP54 M SUPERCRI 7W DIM DALI/PUSH 3000K W;103,5
A3122232W54;SWAP IP54 M SUPERCRI 7W DIM DALI/PUSH 4000K W;103,5
A4122110G;SWAP M RT 2012 150mA 5W 2700K G;56,23
A4122110N;SWAP M RT 2012 150mA 5W 2700K N;56,23
A4122110R;SWAP M RT 2012 150mA 5W 2700K R;56,23
A4122110W;SWAP M RT 2012 150mA 5W 2700K W;51,12
A4122110WN;SWAP M RT 2012 150mA 5W 2700K WN;56,23
A4122110Z;SWAP M RT 2012 150mA 5W 2700K Z;56,23
A4122111G;SWAP M RT 2012 150mA 5W 3000K G;56,23
A4122111N;SWAP M RT 2012 150mA 5W 3000K N;56,23
A4122111R;SWAP M RT 2012 150mA 5W 3000K R;56,23
A4122111W;SWAP M RT 2012 150mA 5W 3000K W;51,12
A4122111WN;SWAP M RT 2012 150mA 5W 3000K WN;56,23
A4122111Z;SWAP M RT 2012 150mA 5W 3000K Z;56,23
A4122112G;SWAP M RT 2012 150mA 5W 4000K G;56,23
A4122112N;SWAP M RT 2012 150mA 5W 4000K N;56,23
A4122112R;SWAP M RT 2012 150mA 5W 4000K R;56,23
A4122112W;SWAP M RT 2012 150mA 5W 4000K W;51,12
A4122112WN;SWAP M RT 2012 150mA 5W 4000K WN;56,23
A4122112Z;SWAP M RT 2012 150mA 5W 4000K Z;56,23
A4122210G;SWAP M RT 2012 200mA 7W 2700K G;65,17
A4122210N;SWAP M RT 2012 200mA 7W 2700K N;65,17
A4122210R;SWAP M RT 2012 200mA 7W 2700K R;65,17
A4122210W;SWAP M RT 2012 200mA 7W 2700K W;60,06
A4122210WN;SWAP M RT 2012 200mA 7W 2700K WN;65,17
A4122210Z;SWAP M RT 2012 200mA 7W 2700K Z;65,17
A4122211G;SWAP M RT 2012 200mA 7W 3000K G;65,17
A4122211N;SWAP M RT 2012 200mA 7W 3000K N;65,17
A4122211R;SWAP M RT 2012 200mA 7W 3000K R;65,17
A4122211W;SWAP M RT 2012 200mA 7W 3000K W;60,06
A4122211WN;SWAP M RT 2012 200mA 7W 3000K WN;65,17
A4122211Z;SWAP M RT 2012 200mA 7W 3000K Z;65,17
A4122212G;SWAP M RT 2012 200mA 7W 4000K G;65,17
A4122212N;SWAP M RT 2012 200mA 7W 4000K N;65,17
A4122212R;SWAP M RT 2012 200mA 7W 4000K R;65,17
A4122212W;SWAP M RT 2012 200mA 7W 4000K W;60,06
A4122212WN;SWAP M RT 2012 200mA 7W 4000K WN;65,17
A4122212Z;SWAP M RT 2012 200mA 7W 4000K Z;65,17
A2122339G;SWAP M 6W DALI/PUSH DIM TO WARM G;108,62
A2122339N;SWAP M 6W DALI/PUSH DIM TO WARM N;108,62
A2122339R;SWAP M 6W DALI/PUSH DIM TO WARM R;108,62
A2122339W;SWAP M 6W DALI/PUSH DIM TO WARM W;103,5
A2122339W54;SWAP IP54 M 6W DALI/PUSH DIM TO WARM W;113,73
A2122339WN;SWAP M 6W DALI/PUSH DIM TO WARM WN;108,62
A2122339Z;SWAP M 6W DALI/PUSH DIM TO WARM Z;108,62
A2122329G;SWAP M 6W PH.CUT DIM TO WARM G;75,39
A2122329N;SWAP M 6W PH.CUT DIM TO WARM N;75,39
A2122329R;SWAP M 6W PH.CUT DIM TO WARM R;75,39
A2122329W;SWAP M 6W PH.CUT DIM TO WARM W;70,28
A2122329W54;SWAP IP54 M 6W PH.CUT DIM TO WARM W;80,5
A2122329WN;SWAP M 6W PH.CUT DIM TO WARM WN;75,39
A2122329Z;SWAP M 6W PH.CUT DIM TO WARM Z;75,39
A2123110G;SWAP L 5W 2700K G;47,28
A2123110N;SWAP L 5W 2700K N;47,28
A2123110R;SWAP L 5W 2700K R;47,28
A2123110W;SWAP L 5W 2700K W;42,17
A2123110WN;SWAP L 5W 2700K WN;47,28
A2123110Z;SWAP L 5W 2700K Z;47,28
A2123111G;SWAP L 5W 3000K G;47,28
A2123111N;SWAP L 5W 3000K N;47,28
A2123111R;SWAP L 5W 3000K R;47,28
A2123111W;SWAP L 5W 3000K W;42,17
A2123111WN;SWAP L 5W 3000K WN;47,28
A2123111Z;SWAP L 5W 3000K Z;47,28
A2123112G;SWAP L 5W 4000K G;47,28
A2123112N;SWAP L 5W 4000K N;47,28
A2123112R;SWAP L 5W 4000K R;47,28
A2123112W;SWAP L 5W 4000K W;42,17
A2123112WN;SWAP L 5W 4000K WN;47,28
A2123112Z;SWAP L 5W 4000K Z;47,28
A2123210G;SWAP L 7W 2700K G;56,23
A2123210N;SWAP L 7W 2700K N;56,23
A2123210R;SWAP L 7W 2700K R;56,23
A2123210W;SWAP L 7W 2700K W;51,12
A2123210WN;SWAP L 7W 2700K WN;56,23
A2123210Z;SWAP L 7W 2700K Z;56,23
A2123211G;SWAP L 7W 3000K G;56,23
A2123211N;SWAP L 7W 3000K N;56,23
A2123211R;SWAP L 7W 3000K R;56,23
A2123211W;SWAP L 7W 3000K W;51,12
A2123211WN;SWAP L 7W 3000K WN;56,23
A2123211Z;SWAP L 7W 3000K Z;56,23
A2123212G;SWAP L 7W 4000K G;56,23
A2123212N;SWAP L 7W 4000K N;56,23
A2123212R;SWAP L 7W 4000K R;56,23
A2123212W;SWAP L 7W 4000K W;51,12
A2123212WN;SWAP L 7W 4000K WN;56,23
A2123212Z;SWAP L 7W 4000K Z;56,23
A2123220G;SWAP L 7W DIM PH.CUT 2700K G;66,45
A2123220N;SWAP L 7W DIM PH.CUT 2700K N;66,45
A2123220R;SWAP L 7W DIM PH.CUT 2700K R;66,45
A2123220W;SWAP L 7W DIM PH.CUT 2700K W;61,34
A2123220WN;SWAP L 7W DIM PH.CUT 2700K WN;66,45
A2123220Z;SWAP L 7W DIM PH.CUT 2700K Z;66,45
A2123221G;SWAP L 7W DIM PH.CUT 3000K G;66,45
A2123221N;SWAP L 7W DIM PH.CUT 3000K N;66,45
A2123221R;SWAP L 7W DIM PH.CUT 3000K R;66,45
A2123221W;SWAP L 7W DIM PH.CUT 3000K W;61,34
A2123221WN;SWAP L 7W DIM PH.CUT 3000K WN;66,45
A2123221Z;SWAP L 7W DIM PH.CUT 3000K Z;66,45
A2123222G;SWAP L 7W DIM PH.CUT 4000K G;66,45
A2123222N;SWAP L 7W DIM PH.CUT 4000K N;66,45
A2123222R;SWAP L 7W DIM PH.CUT 4000K R;66,45
A2123222W;SWAP L 7W DIM PH.CUT 4000K W;61,34
A2123222WN;SWAP L 7W DIM PH.CUT 4000K WN;66,45
A2123222Z;SWAP L 7W DIM PH.CUT 4000K Z;66,45
A2123230G;SWAP L 7W DIM DALI/PUSH 2700K G;99,67
A2123230N;SWAP L 7W DIM DALI/PUSH 2700K N;99,67
A2123230R;SWAP L 7W DIM DALI/PUSH 2700K R;99,67
A2123230W;SWAP L 7W DIM DALI/PUSH 2700K W;94,56
A2123230WN;SWAP L 7W DIM DALI/PUSH 2700K WN;99,67
A2123230Z;SWAP L 7W DIM DALI/PUSH 2700K Z;99,67
A2123231G;SWAP L 7W DIM DALI/PUSH 3000K G;99,67
A2123231N;SWAP L 7W DIM DALI/PUSH 3000K N;99,67
A2123231R;SWAP L 7W DIM DALI/PUSH 3000K R;99,67
A2123231W;SWAP L 7W DIM DALI/PUSH 3000K W;94,56
A2123231WN;SWAP L 7W DIM DALI/PUSH 3000K WN;99,67
A2123231Z;SWAP L 7W DIM DALI/PUSH 3000K Z;99,67
A2123232G;SWAP L 7W DIM DALI/PUSH 4000K G;99,67
A2123232N;SWAP L 7W DIM DALI/PUSH 4000K N;99,67
A2123232R;SWAP L 7W DIM DALI/PUSH 4000K R;99,67
A2123232W;SWAP L 7W DIM DALI/PUSH 4000K W;94,56
A2123232WN;SWAP L 7W DIM DALI/PUSH 4000K WN;99,67
A2123232Z;SWAP L 7W DIM DALI/PUSH 4000K Z;99,67
A3123210G;SWAP L SUPERCRI 7W 2700K G;56,23
A3123210N;SWAP L SUPERCRI 7W 2700K N;56,23
A3123210R;SWAP L SUPERCRI 7W 2700K R;56,23
A3123210W;SWAP L SUPERCRI 7W 2700K W;51,12
A3123210WN;SWAP L SUPERCRI 7W 2700K WN;56,23
A3123210Z;SWAP L SUPERCRI 7W 2700K Z;56,23
A3123211G;SWAP L SUPERCRI 7W 3000K G;56,23
A3123211N;SWAP L SUPERCRI 7W 3000K N;56,23
A3123211R;SWAP L SUPERCRI 7W 3000K R;56,23
A3123211W;SWAP L SUPERCRI 7W 3000K W;51,12
A3123211WN;SWAP L SUPERCRI 7W 3000K WN;56,23
A3123211Z;SWAP L SUPERCRI 7W 3000K Z;56,23
A3123212G;SWAP L SUPERCRI 7W 4000K G;56,23
A3123212N;SWAP L SUPERCRI 7W 4000K N;56,23
A3123212R;SWAP L SUPERCRI 7W 4000K R;56,23
A3123212W;SWAP L SUPERCRI 7W 4000K W;51,12
A3123212WN;SWAP L SUPERCRI 7W 4000K WN;56,23
A3123212Z;SWAP L SUPERCRI 7W 4000K Z;56,23
A3123220G;SWAP L SUPERCRI 7W DIM PH.CUT 2700K G;66,45
A3123220N;SWAP L SUPERCRI 7W DIM PH.CUT 2700K N;66,45
A3123220R;SWAP L SUPERCRI 7W DIM PH.CUT 2700K R;66,45
A3123220W;SWAP L SUPERCRI 7W DIM PH.CUT 2700K W;61,34
A3123220WN;SWAP L SUPERCRI 7W DIM PH.CUT 2700K WN;66,45
A3123220Z;SWAP L SUPERCRI 7W DIM PH.CUT 2700K Z;66,45
A3123221G;SWAP L SUPERCRI 7W DIM PH.CUT 3000K G;66,45
A3123221N;SWAP L SUPERCRI 7W DIM PH.CUT 3000K N;66,45
A3123221R;SWAP L SUPERCRI 7W DIM PH.CUT 3000K R;66,45
A3123221W;SWAP L SUPERCRI 7W DIM PH.CUT 3000K W;61,34
A3123221WN;SWAP L SUPERCRI 7W DIM PH.CUT 3000K WN;66,45
A3123221Z;SWAP L SUPERCRI 7W DIM PH.CUT 3000K Z;66,45
A3123222G;SWAP L SUPERCRI 7W DIM PH.CUT 4000K G;66,45
A3123222N;SWAP L SUPERCRI 7W DIM PH.CUT 4000K N;66,45
A3123222R;SWAP L SUPERCRI 7W DIM PH.CUT 4000K R;66,45
A3123222W;SWAP L SUPERCRI 7W DIM PH.CUT 4000K W;61,34
A3123222WN;SWAP L SUPERCRI 7W DIM PH.CUT 4000K WN;66,45
A3123222Z;SWAP L SUPERCRI 7W DIM PH.CUT 4000K Z;66,45
A3123230G;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K G;99,67
A3123230N;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K N;99,67
A3123230R;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K R;99,67
A3123230W;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K W;94,56
A3123230WN;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K WN;99,67
A3123230Z;SWAP L SUPERCRI 7W DIM DALI/PUSH 2700K Z;99,67
A3123231G;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K G;99,67
A3123231N;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K N;99,67
A3123231R;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K R;99,67
A3123231W;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K W;94,56
A3123231WN;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K WN;99,67
A3123231Z;SWAP L SUPERCRI 7W DIM DALI/PUSH 3000K Z;99,67
A3123232G;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K G;99,67
A3123232N;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K N;99,67
A3123232R;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K R;99,67
A3123232W;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K W;94,56
A3123232WN;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K WN;99,67
A3123232Z;SWAP L SUPERCRI 7W DIM DALI/PUSH 4000K Z;99,67
A2123110W54;SWAP IP54 L 5W 2700K W;52,39
A2123111W54;SWAP IP54 L 5W 3000K W;52,39
A2123112W54;SWAP IP54 L 5W 4000K W;52,39
A2123210W54;SWAP IP54 L 7W 2700K W;61,34
A2123211W54;SWAP IP54 L 7W 3000K W;61,34
A2123212W54;SWAP IP54 L 7W 4000K W;61,34
A2123220W54;SWAP IP54 L 7W DIM PH.CUT 2700K W;71,56
A2123221W54;SWAP IP54 L 7W DIM PH.CUT 3000K W;71,56
A2123222W54;SWAP IP54 L 7W DIM PH.CUT 4000K W;71,56
A2123230W54;SWAP IP54 L 7W DIM DALI/PUSH 2700K W;104,78
A2123231W54;SWAP IP54 L 7W DIM DALI/PUSH 3000K W;104,78
A2123232W54;SWAP IP54 L 7W DIM DALI/PUSH 4000K W;104,78
A3123210W54;SWAP IP54 L SUPERCRI 7W 2700K W;61,34
A3123211W54;SWAP IP54 L SUPERCRI 7W 3000K W;61,34
A3123212W54;SWAP IP54 L SUPERCRI 7W 4000K W;61,34
A3123220W54;SWAP IP54 L SUPERCRI 7W DIM PH.CUT 2700K W;71,56
A3123221W54;SWAP IP54 L SUPERCRI 7W DIM PH.CUT 3000K W;71,56
A3123222W54;SWAP IP54 L SUPERCRI 7W DIM PH.CUT 4000K W;71,56
A3123230W54;SWAP IP54 L SUPERCRI 7W DIM DALI/PUSH 2700K W;104,78
A3123231W54;SWAP IP54 L SUPERCRI 7W DIM DALI/PUSH 3000K W;104,78
A3123232W54;SWAP IP54 L SUPERCRI 7W DIM DALI/PUSH 4000K W;104,78
A2123339G;SWAP L 6W DALI/PUSH DIM TO WARM G;109,89
A2123339N;SWAP L 6W DALI/PUSH DIM TO WARM N;109,89
A2123339R;SWAP L 6W DALI/PUSH DIM TO WARM R;109,89
A2123339W;SWAP L 6W DALI/PUSH DIM TO WARM W;104,78
A2123339W54;SWAP IP54 L 6W DALI/PUSH DIM TO WARM W;115
A2123339WN;SWAP L 6W DALI/PUSH DIM TO WARM WN;109,89
A2123339Z;SWAP L 6W DALI/PUSH DIM TO WARM Z;109,89
A2123329G;SWAP L 6W PH.CUT DIM TO WARM G;76,67
A2123329N;SWAP L 6W PH.CUT DIM TO WARM N;76,67
A2123329R;SWAP L 6W PH.CUT DIM TO WARM R;76,67
A2123329W;SWAP L 6W PH.CUT DIM TO WARM W;71,56
A2123329W54;SWAP IP54 L 6W PH.CUT DIM TO WARM W;81,78
A2123329WN;SWAP L 6W PH.CUT DIM TO WARM WN;76,67
A2123329Z;SWAP L 6W PH.CUT DIM TO WARM Z;76,67
A2124110G;SWAP XL 5W 2700K G;49,84
A2124110N;SWAP XL 5W 2700K N;49,84
A2124110R;SWAP XL 5W 2700K R;49,84
A2124110W;SWAP XL 5W 2700K W;44,73
A2124110WN;SWAP XL 5W 2700K WN;49,84
A2124110Z;SWAP XL 5W 2700K Z;49,84
A2124111G;SWAP XL 5W 3000K G;49,84
A2124111N;SWAP XL 5W 3000K N;49,84
A2124111R;SWAP XL 5W 3000K R;49,84
A2124111W;SWAP XL 5W 3000K W;44,73
A2124111WN;SWAP XL 5W 3000K WN;49,84
A2124111Z;SWAP XL 5W 3000K Z;49,84
A2124112G;SWAP XL 5W 4000K G;49,84
A2124112N;SWAP XL 5W 4000K N;49,84
A2124112R;SWAP XL 5W 4000K R;49,84
A2124112W;SWAP XL 5W 4000K W;44,73
A2124112WN;SWAP XL 5W 4000K WN;49,84
A2124112Z;SWAP XL 5W 4000K Z;49,84
A2124210G;SWAP XL 7W 2700K G;58,78
A2124210N;SWAP XL 7W 2700K N;58,78
A2124210R;SWAP XL 7W 2700K R;58,78
A2124210W;SWAP XL 7W 2700K W;53,67
A2124210WN;SWAP XL 7W 2700K WN;58,78
A2124210Z;SWAP XL 7W 2700K Z;58,78
A2124211G;SWAP XL 7W 3000K G;58,78
A2124211N;SWAP XL 7W 3000K N;58,78
A2124211R;SWAP XL 7W 3000K R;58,78
A2124211W;SWAP XL 7W 3000K W;53,67
A2124211WN;SWAP XL 7W 3000K WN;58,78
A2124211Z;SWAP XL 7W 3000K Z;58,78
A2124212G;SWAP XL 7W 4000K G;58,78
A2124212N;SWAP XL 7W 4000K N;58,78
A2124212R;SWAP XL 7W 4000K R;58,78
A2124212W;SWAP XL 7W 4000K W;53,67
A2124212WN;SWAP XL 7W 4000K WN;58,78
A2124212Z;SWAP XL 7W 4000K Z;58,78
A2124220G;SWAP XL 7W DIM PH.CUT 2700K G;69
A2124220N;SWAP XL 7W DIM PH.CUT 2700K N;69
A2124220R;SWAP XL 7W DIM PH.CUT 2700K R;69
A2124220W;SWAP XL 7W DIM PH.CUT 2700K W;63,89
A2124220WN;SWAP XL 7W DIM PH.CUT 2700K WN;69
A2124220Z;SWAP XL 7W DIM PH.CUT 2700K Z;69
A2124221G;SWAP XL 7W DIM PH.CUT 3000K G;69
A2124221N;SWAP XL 7W DIM PH.CUT 3000K N;69
A2124221R;SWAP XL 7W DIM PH.CUT 3000K R;69
A2124221W;SWAP XL 7W DIM PH.CUT 3000K W;63,89
A2124221WN;SWAP XL 7W DIM PH.CUT 3000K WN;69
A2124221Z;SWAP XL 7W DIM PH.CUT 3000K Z;69
A2124222G;SWAP XL 7W DIM PH.CUT 4000K G;69
A2124222N;SWAP XL 7W DIM PH.CUT 4000K N;69
A2124222R;SWAP XL 7W DIM PH.CUT 4000K R;69
